Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,target
39,0,2,3,2,2,0,34,3,4,3,1818,0,1818,0.6509999999999999,2054,55,0.774,0,1
33,1,1,1,2,4,0,15,1,1,3,3709,1180,2529,0.645,8130,74,0.897,0.318,1
33,1,2,2,1,4,0,20,3,2,5,3202,0,3202,1.012,2917,37,0.682,0,1
60,0,1,5,1,4,0,36,1,3,4,3316,0,3316,0.3720000000000001,1684,19,0.188,0,1
43,0,2,2,2,3,0,30,3,3,3,34516,0,34516,0.688,2427,51,0.645,0,1
32,0,3,2,1,1,0,20,2,2,2,3264,0,3264,0.5489999999999999,6439,63,0.75,0,1
49,1,1,2,1,4,3,36,2,3,3,11059,0,11059,0.99,9524,80,0.905,0,1
35,1,3,2,2,4,0,31,1,3,4,1678,0,1678,0.6759999999999999,2475,61,0.6940000000000001,0,1
41,1,5,2,1,4,0,28,6,2,2,6936,0,6936,0.883,2874,44,0.63,0,1
41,0,5,5,2,3,0,32,4,3,3,12094,0,12094,0.995,8607,90,0.957,0,1
31,1,1,2,2,4,0,13,1,1,3,4829,0,4829,0.836,8286,65,0.857,0,1
40,0,3,2,2,3,0,30,2,2,2,29338,159,29179,1.017,4983,40,0.379,0.005,1
58,1,1,4,0,4,0,52,4,1,3,1817,0,1817,0.503,2347,45,0.452,0,1
59,1,2,5,0,4,0,36,3,3,3,1863,1853,10,0.8290000000000001,2462,40,0.29,0.995,1
45,0,3,0,1,3,0,36,3,2,2,3031,2517,514,0.409,2188,50,0.389,0.83,1
52,0,2,3,2,0,0,38,6,3,3,34516,0,34516,0.639,2213,47,0.382,0,1
43,1,2,5,2,4,0,24,2,3,2,2962,2517,445,1.046,929,31,0.409,0.85,1
52,1,3,4,1,4,0,45,2,4,1,1760,0,1760,0.046,1554,35,0.029,0,1
60,1,1,5,1,1,0,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.7140000000000001,0.713,1
64,1,0,2,2,4,0,36,1,3,4,1682,0,1682,0.75,1811,39,0.5,0,1
63,0,0,3,2,2,0,48,5,3,1,1856,0,1856,0.5,1805,46,0.769,0,1
53,1,3,2,2,4,0,34,5,3,5,1438.3,1030,408.3,0.609,1985,38,0.407,0.716,1
48,0,4,1,2,3,0,28,3,3,4,6572,417,6155,0.584,1766,46,0.5329999999999999,0.063,1
49,0,3,1,2,1,0,37,5,2,3,4354,0,4354,0.738,2750,59,0.6859999999999999,0,1
41,0,4,5,1,3,0,37,1,2,2,23250,0,23250,0.564,2205,43,0.654,0,1
56,0,2,3,2,0,0,46,2,4,4,7327,0,7327,0.598,2185,41,0.8640000000000001,0,1
43,1,3,1,2,4,0,30,1,2,2,6261,463,5798,0.889,8132,64,0.6,0.074,1
53,1,2,5,2,1,0,47,1,2,3,1699,0,1699,0.602,2520,49,0.531,0,1
36,1,1,2,1,4,0,29,4,2,3,1493,0,1493,0.721,2516,63,0.575,0,1
37,1,2,2,1,1,0,36,5,3,2,1959,662,1297,0.888,3046,52,0.7929999999999999,0.3379999999999999,1
26,1,0,3,2,1,0,13,2,2,4,1730,1616,114,0.331,869,27,0.286,0.934,1
42,1,2,2,1,4,0,23,3,3,3,1929,1673,256,0.835,857,36,1.118,0.867,1
49,0,3,4,1,3,0,36,3,3,2,13382,1159,12223,0.4039999999999999,1828,45,0.5,0.087,1
46,1,4,2,2,4,0,36,2,3,3,2881,2450,431,0.629,2450,49,0.531,0.85,1
52,1,1,0,2,4,0,41,5,3,6,1764,0,1764,0.8240000000000001,2740,47,0.3429999999999999,0,1
40,0,3,2,1,0,0,27,5,3,2,2269,0,2269,0.5720000000000001,2108,39,0.56,0,1
45,0,2,2,2,2,0,36,1,1,2,3401,0,3401,0.898,744,18,1,0,1
47,0,3,1,1,2,0,36,6,3,1,1584,1214,370,0.887,2628,41,0.64,0.7659999999999999,1
55,1,2,2,1,1,0,49,3,3,4,1809,0,1809,0.569,2123,44,0.5710000000000001,0,1
44,0,2,4,1,2,0,34,6,3,4,23026,2517,20509,1.032,4909,52,0.625,0.109,1
44,1,3,0,2,4,0,28,6,2,2,1951,0,1951,0.772,2697,45,0.731,0,1
54,1,2,5,1,4,0,50,3,6,3,2247,0,2247,0.6409999999999999,2615,37,0.423,0,1
51,0,4,2,2,3,3,42,6,4,2,34516,230,34286,1.004,8629,65,0.5479999999999999,0.007,1
38,0,3,0,1,2,0,36,5,2,2,6114,1461,4653,0.772,2608,36,0.385,0.239,1
47,0,2,2,1,1,0,42,6,3,3,4738,0,4738,0.6409999999999999,1900,36,0.5,0,1
46,1,3,2,2,4,0,36,4,2,3,3138,986,2152,1.002,4724,56,0.8059999999999999,0.314,1
41,1,2,1,1,1,0,33,1,3,3,1604,0,1604,0.644,2264,47,0.516,0,1
44,1,1,3,1,4,0,36,5,3,4,5409,0,5409,0.8190000000000001,10291,60,0.818,0,1
58,0,1,5,1,1,0,36,2,4,3,1438.3,537,901.3,0.8190000000000001,715,13,0.182,0.373,1
38,0,2,5,2,0,0,30,6,3,4,4043,2517,1526,0.602,2600,47,0.621,0.623,1
51,0,2,3,1,2,0,46,5,3,2,4123,1760,2363,0.8690000000000001,2447,40,0.429,0.4270000000000001,1
53,0,1,2,1,3,0,42,2,1,2,6214,1147,5067,0.861,938,35,0.75,0.185,1
53,1,0,3,1,4,0,41,3,3,4,1438.3,0,1438.3,0.387,1587,42,0.4479999999999999,0,1
42,1,3,2,1,4,0,35,2,4,3,5230,2517,2713,0.937,9495,61,0.605,0.481,1
44,1,3,3,2,4,0,36,2,3,3,2228,0,2228,0.6859999999999999,2523,45,0.607,0,1
50,1,3,3,1,4,0,36,2,3,3,1572,0,1572,0.74,2447,41,0.5770000000000001,0,1
46,0,3,2,1,2,0,36,2,3,4,4267,0,4267,0.862,1067,23,0.769,0,1
34,1,2,2,2,4,0,36,1,2,3,1666,0,1666,0.713,2312,35,0.25,0,1
32,0,1,3,2,1,0,36,6,3,2,4819,2134,2685,0.8340000000000001,9330,64,0.882,0.4429999999999999,1
32,0,0,0,2,2,0,24,3,2,3,4097,0,4097,0.836,8376,64,0.684,0,1
39,0,2,3,1,1,0,30,5,3,3,2220,0,2220,0.872,2859,55,0.833,0,1
40,0,4,3,1,2,0,29,3,3,2,12544,1636,10908,0.503,1758,51,0.457,0.13,1
59,0,1,0,2,0,0,47,2,4,2,4789,357,4432,0.7979999999999999,2496,41,0.64,0.075,1
42,1,2,4,2,1,0,34,3,3,3,5667,812,4855,0.62,2064,42,0.4,0.143,1
39,1,1,2,1,4,0,36,1,2,3,1462,0,1462,0.3929999999999999,1998,36,0.161,0,1
46,0,4,0,1,2,0,36,4,2,1,1681,0,1681,0.4639999999999999,1953,48,0.5,0,1
40,0,2,5,1,3,0,30,6,2,3,20798,1059,19739,1.0490000000000002,8038,90,0.8370000000000001,0.051,1
49,1,3,2,1,4,0,37,4,2,1,6184,0,6184,0.476,1756,49,0.324,0,1
55,0,3,2,2,2,0,46,2,4,2,4178,0,4178,0.882,7914,54,0.862,0,1
41,1,1,3,2,4,0,36,4,3,2,2372,0,2372,0.597,2499,41,0.4639999999999999,0,1
39,0,1,5,1,4,0,36,3,3,3,4247,0,4247,0.405,847,17,0.133,0,1
41,1,4,2,0,1,0,33,1,3,1,10360,2517,7843,0.632,2414,28,0.273,0.243,1
56,0,4,3,1,2,0,43,6,2,6,4535,0,4535,0.831,2342,40,0.6,0,1
41,0,3,5,1,1,0,28,3,3,4,11091,0,11091,0.522,1234,34,0.308,0,1
60,0,0,0,1,3,0,50,1,4,2,29239,0,29239,1.057,8169,65,0.585,0,1
51,1,1,1,2,4,0,45,5,3,1,1952,1411,541,0.642,2452,44,0.63,0.723,1
51,1,2,1,1,4,2,42,3,2,3,15987,193,15794,0.435,2021,46,0.3939999999999999,0.012,1
56,0,3,2,2,2,0,36,2,2,3,4742,855,3887,0.635,870,24,0.5,0.18,1
43,1,4,4,0,4,0,30,4,3,3,3556,2517,1039,0.6509999999999999,2639,53,0.71,0.708,1
65,1,0,0,2,4,3,56,3,4,3,10885,1758,9127,0.8,2291,39,0.773,0.162,1
40,1,3,2,2,4,0,36,5,3,1,1516,0,1516,0.737,2709,54,0.385,0,1
42,1,4,2,1,1,0,33,4,3,2,2918,0,2918,0.5589999999999999,2056,54,0.4589999999999999,0,1
49,1,4,5,1,1,0,36,5,2,3,4167,0,4167,0.581,7590,87,0.7759999999999999,0,1
55,1,2,2,1,4,3,45,6,3,3,12207,0,12207,0.319,5838,74,1.056,0,1
45,0,3,5,0,3,0,25,2,2,3,6614,1881,4733,0.737,3016,51,0.645,0.284,1
46,1,3,5,0,1,0,39,2,3,2,3157,965,2192,0.928,3300,58,0.568,0.306,1
41,0,2,2,2,2,1,36,2,3,3,34516,687,33829,1.015,4822,57,0.295,0.02,1
30,0,0,0,2,2,0,24,6,2,2,4109,0,4109,0.949,8642,77,0.481,0,1
47,0,4,2,2,0,0,35,3,4,3,7015,0,7015,0.456,1799,51,0.645,0,1
44,1,2,0,2,4,0,34,4,3,3,1751,0,1751,0.506,2078,37,0.423,0,1
52,0,2,3,1,2,0,40,3,4,2,23128,1958,21170,0.604,2050,35,0.667,0.085,1
54,1,2,1,1,4,0,41,2,2,3,3881,2517,1364,0.815,2463,38,0.407,0.649,1
45,0,3,5,1,4,0,39,3,3,4,8580,1636,6944,0.3929999999999999,1880,37,0.233,0.191,1
42,1,3,0,2,4,0,36,3,3,4,3802,1300,2502,0.627,2165,36,0.385,0.342,1
54,0,5,3,1,2,0,36,5,2,3,14539,0,14539,0.907,965,26,0.529,0,1
48,1,3,5,1,4,0,41,5,3,2,4960,0,4960,0.882,2430,48,0.5479999999999999,0,1
45,1,2,2,1,4,0,40,6,3,3,5848,2517,3331,0.561,2000,32,0.28,0.43,1
50,1,4,3,1,4,0,36,5,3,5,2690,1614,1076,0.513,2272,57,0.541,0.6,1
57,0,1,2,1,3,0,36,3,3,3,4829,2418,2411,0.601,938,21,0.4,0.501,1
55,1,4,3,1,4,0,36,4,2,3,1477,0,1477,0.7190000000000001,2419,49,0.531,0,1
46,0,1,2,2,2,0,37,2,3,4,2445,848,1597,0.7709999999999999,2216,39,0.56,0.347,1
47,0,2,2,1,1,0,30,4,3,2,1889,0,1889,0.8740000000000001,2479,46,0.5329999999999999,0,1
55,0,3,2,2,0,3,36,4,3,4,34516,0,34516,1.007,9931,70,0.75,0,1
61,0,0,5,1,3,0,43,3,3,5,1438.3,0,1438.3,0.7,1958,47,0.424,0,1
41,1,4,3,2,4,0,36,6,2,3,4203,2517,1686,0.7709999999999999,1489,43,0.536,0.599,1
48,0,3,3,1,3,0,42,1,1,3,9959,0,9959,0.688,805,24,0.143,0,1
52,0,3,1,1,0,0,45,1,3,3,34516,550,33966,0.674,7341,71,0.732,0.016,1
42,0,3,2,1,2,0,30,2,2,3,5298,0,5298,0.857,2431,37,0.542,0,1
50,1,4,2,2,4,0,44,2,3,2,3201,2517,684,0.445,1880,42,0.355,0.7859999999999999,1
50,1,1,5,2,4,0,37,3,2,4,1838,0,1838,0.743,2461,47,1.136,0,1
45,0,4,3,0,4,0,34,4,2,3,3489,2517,972,0.721,2684,39,0.56,0.721,1
53,1,4,2,2,1,0,43,1,3,2,6058,0,6058,0.997,4754,60,0.4629999999999999,0,1
46,1,1,5,2,1,0,30,3,2,1,7195,0,7195,1.035,2751,47,1.136,0,1
52,1,0,1,2,4,0,36,2,2,3,1438.3,978,460.3,0.773,947,33,0.5710000000000001,0.68,1
55,0,2,2,1,0,0,36,3,2,4,4697,0,4697,0.544,1867,34,0.478,0,1
54,1,1,2,2,4,0,34,5,2,2,2939,2152,787,0.555,2476,42,0.355,0.732,1
39,1,2,2,2,4,0,27,1,3,3,1438.3,811,627.3,0.5710000000000001,2336,46,0.278,0.564,1
52,1,3,2,1,4,0,36,5,3,3,2566,1079,1487,0.5539999999999999,2340,36,0.5,0.42,1
44,0,3,2,1,1,0,40,2,2,6,9502,2457,7045,0.915,2310,57,0.6759999999999999,0.259,1
49,0,3,2,1,3,0,40,4,2,3,4576,193,4383,0.85,3100,54,0.742,0.042,1
45,1,3,5,1,4,0,35,3,3,3,2745,2463,282,0.643,2466,39,0.345,0.897,1
45,1,2,2,1,4,0,25,3,2,3,5911,916,4995,0.471,1656,31,0.722,0.155,1
30,0,2,2,1,4,3,18,1,1,3,10017,726,9291,0.924,9299,68,0.619,0.072,1
48,0,5,3,1,1,0,39,3,3,1,7897,157,7740,0.6990000000000001,2270,46,0.3939999999999999,0.02,1
44,0,5,2,0,2,0,36,3,3,6,6538,0,6538,0.556,2132,33,0.5710000000000001,0,1
43,0,3,1,2,2,0,35,3,3,2,3312,0,3312,0.698,647,19,0.462,0,1
36,1,2,2,1,4,0,23,4,2,2,1666,813,853,0.813,2622,60,0.818,0.488,1
48,0,2,3,1,3,0,32,1,2,4,16362,2268,14094,0.841,2228,37,0.85,0.139,1
42,1,2,5,2,4,3,33,1,2,3,13453,2517,10936,0.619,1904,42,0.4479999999999999,0.187,1
57,0,3,2,2,0,0,52,6,4,3,34516,1000,33516,0.6940000000000001,1777,37,0.542,0.029,1
41,1,2,3,2,4,0,36,4,3,3,2201,2104,97,0.648,2408,38,0.583,0.956,1
49,1,4,5,1,4,0,31,4,3,2,1567,0,1567,0.424,2138,41,0.5770000000000001,0,1
43,0,2,4,2,2,0,36,2,3,3,17306,0,17306,0.4,6205,65,0.8059999999999999,0,1
56,0,4,2,0,2,0,36,6,3,3,6224,0,6224,0.92,8979,68,0.581,0,1
50,0,2,2,2,0,0,42,2,1,2,31782,0,31782,1.056,4800,53,0.395,0,1
53,1,3,5,2,4,0,35,6,3,1,9786,0,9786,0.701,820,25,0.562,0,1
40,1,1,5,1,4,0,28,5,2,3,3680,0,3680,0.7290000000000001,2725,41,0.5770000000000001,0,1
65,1,2,2,2,4,0,56,3,0,3,6812,1926,4886,0.735,2288,48,0.778,0.283,1
41,1,3,5,1,4,0,30,1,2,3,9491,0,9491,1.056,9061,51,1.6840000000000002,0,1
54,0,3,2,2,1,0,44,6,3,3,5501,0,5501,0.519,2050,51,0.821,0,1
40,1,3,1,1,4,0,21,5,2,2,1728,0,1728,0.41,2191,38,0.357,0,1
44,1,4,5,2,4,0,32,6,3,4,1438.3,170,1268.3,0.889,2527,45,0.406,0.118,1
55,0,1,0,2,3,0,48,3,3,3,6846,0,6846,0.62,1735,35,0.522,0,1
33,0,2,0,1,0,1,20,2,1,4,34516,0,34516,1.004,9338,73,0.622,0,1
61,0,2,2,1,0,0,49,3,0,4,11374,2517,8857,1.015,1088,26,1.167,0.221,1
52,0,2,3,2,3,0,43,4,3,3,11617,2517,9100,0.457,1643,43,0.483,0.217,1
49,1,3,3,1,4,0,36,4,2,2,1763,0,1763,0.8959999999999999,2813,43,0.536,0,1
39,1,1,2,2,4,0,26,3,3,1,1876,1536,340,0.7120000000000001,2579,47,0.469,0.8190000000000001,1
30,1,0,2,0,4,0,18,5,1,1,4203,996,3207,0.705,7292,68,0.7,0.237,1
49,0,5,5,1,1,0,44,2,3,4,3893,0,3893,0.662,1866,37,0.947,0,1
62,1,0,1,2,4,0,50,6,3,5,2936,326,2610,0.935,2692,29,0.526,0.111,1
50,1,2,5,1,1,0,36,1,3,1,1438.3,458,980.3,0.613,1863,42,0.312,0.318,1
61,0,0,4,2,2,0,43,5,3,2,12218,0,12218,1.005,5272,62,0.59,0,1
37,1,4,4,1,4,0,36,3,3,3,1586,0,1586,0.4970000000000001,2109,41,0.414,0,1
40,1,3,3,2,4,0,35,6,3,5,5492,1573,3919,0.636,2416,45,0.667,0.286,1
45,1,4,4,2,4,0,36,1,3,3,4477,2517,1960,1.022,4996,55,0.486,0.562,1
53,1,2,2,2,1,0,36,2,3,2,2121,0,2121,0.618,1464,32,0.778,0,1
46,1,4,2,2,1,0,36,5,3,4,5913,1651,4262,0.79,2404,39,0.56,0.2789999999999999,1
48,0,5,2,2,1,0,38,2,3,3,4446,0,4446,0.963,8753,76,0.949,0,1
34,1,4,2,1,4,0,36,2,2,4,5021,2517,2504,0.5870000000000001,2270,40,0.481,0.501,1
36,1,2,4,2,4,0,26,1,2,3,1821,1486,335,0.8270000000000001,2824,43,0.387,0.816,1
41,1,2,3,0,4,0,28,4,2,2,1478,524,954,0.7509999999999999,2180,46,0.643,0.355,1
42,1,3,3,2,4,0,36,2,3,3,2145,0,2145,0.5770000000000001,2465,42,0.355,0,1
52,1,0,1,1,4,0,36,4,3,2,4353,1489,2864,0.945,9226,85,1.073,0.342,1
46,0,1,5,1,2,0,34,3,3,4,15060,0,15060,0.545,1611,42,0.4,0,1
41,1,3,5,1,1,0,36,1,3,4,3606,0,3606,0.37,1829,41,0.519,0,1
44,0,1,0,0,3,3,39,2,3,2,34516,2361,32155,0.529,1853,36,0.385,0.068,1
63,0,1,2,2,2,0,56,3,3,2,9569,0,9569,0.94,2287,49,0.581,0,1
62,0,0,3,2,2,0,51,3,2,4,18734,0,18734,0.674,2112,52,0.857,0,1
42,1,1,5,2,4,0,35,4,3,3,3241,0,3241,0.442,2152,43,0.303,0,1
32,1,1,2,1,4,0,23,1,2,3,4065,230,3835,0.779,7844,64,0.73,0.057,1
38,0,3,0,2,1,0,19,1,2,4,3458,321,3137,0.586,2256,40,0.29,0.093,1
57,0,3,2,1,0,0,38,2,3,3,8249,1381,6868,0.7979999999999999,678,11,0.833,0.1669999999999999,1
42,0,3,2,1,1,0,23,5,3,2,5791,2517,3274,0.69,2516,64,0.6409999999999999,0.435,1
39,1,2,2,0,4,0,36,5,2,3,2092,0,2092,0.422,2015,33,0.2689999999999999,0,1
56,0,4,3,1,2,0,46,3,3,3,2340,1930,410,0.987,781,15,0.364,0.825,1
31,0,1,4,2,4,3,36,6,3,5,12359,0,12359,0.843,7528,70,0.628,0,1
62,1,1,2,2,4,0,56,1,2,1,3109,0,3109,1.054,5470,72,0.674,0,1
61,0,0,2,2,1,0,56,2,5,4,3984,2245,1739,0.612,1821,39,0.696,0.564,1
46,1,3,0,1,4,0,36,5,2,2,1438.3,1214,224.3,0.7829999999999999,2445,39,0.444,0.8440000000000001,1
54,0,3,2,1,3,3,36,2,3,1,34516,761,33755,0.838,8444,68,0.7440000000000001,0.022,1
39,1,1,3,1,4,0,25,2,2,1,2024,0,2024,0.8009999999999999,2870,36,0.5,0,1
31,0,0,4,1,4,0,21,1,2,2,3768,0,3768,0.799,6639,71,1.152,0,1
41,0,3,2,2,3,0,37,3,3,3,19402,0,19402,0.58,1937,51,0.594,0,1
53,1,1,2,2,4,0,36,3,2,4,4287,0,4287,0.294,1635,41,0.242,0,1
42,0,2,0,1,2,0,28,6,1,3,7340,0,7340,0.65,838,24,0.412,0,1
43,0,4,0,1,1,0,32,6,3,3,4373,0,4373,0.623,2397,46,0.484,0,1
39,1,5,2,1,4,0,36,3,3,3,3664,0,3664,0.419,1479,44,0.913,0,1
43,0,5,2,1,2,0,25,1,2,3,4259,0,4259,0.934,7993,71,0.6509999999999999,0,1
55,1,1,2,1,4,0,46,6,4,3,4232,0,4232,0.878,2312,37,0.609,0,1
49,0,2,3,1,0,0,39,2,3,2,11714,949,10765,1.036,5366,68,0.659,0.081,1
38,1,2,3,2,4,0,33,3,3,3,1568,0,1568,0.611,2812,59,0.7879999999999999,0,1
39,1,4,2,2,4,0,28,5,2,4,1438.3,0,1438.3,0.777,2392,44,0.375,0,1
45,0,5,5,2,0,3,36,4,2,1,34516,0,34516,0.732,8603,84,0.615,0,1
46,1,3,2,2,4,0,28,2,2,3,8551,1067,7484,0.931,1097,32,0.778,0.125,1
40,0,4,2,2,3,3,22,3,1,3,34516,0,34516,0.64,1028,26,0.3,0,1
59,0,1,2,2,3,0,54,2,5,4,15633,0,15633,0.984,8660,58,0.758,0,1
49,0,3,2,2,3,0,36,3,2,1,3261,0,3261,1.012,3081,50,0.667,0,1
42,1,4,5,1,4,0,23,3,2,3,3214,0,3214,0.435,2119,44,0.517,0,1
42,1,4,0,1,1,0,37,3,3,1,4139,0,4139,0.547,2232,41,0.4639999999999999,0,1
37,0,3,0,1,3,0,30,3,4,3,11638,926,10712,0.262,563,15,0.364,0.08,1
46,1,3,2,1,4,0,36,3,3,3,2302,1593,709,0.6709999999999999,2689,49,0.324,0.6920000000000001,1
51,0,2,5,2,0,0,39,3,3,1,16868,0,16868,0.938,940,25,0.471,0,1
37,0,3,5,2,1,0,36,3,2,4,1696,0,1696,0.857,2095,43,0.536,0,1
48,1,3,4,0,4,0,36,5,3,1,9943,2138,7805,0.949,8325,54,1,0.215,1
52,1,2,1,1,1,0,43,3,2,4,1822,1605,217,0.7559999999999999,2538,39,0.696,0.8809999999999999,1
53,0,1,2,2,3,0,48,3,3,3,30271,1406,28865,1.336,3231,47,0.306,0.046,1
35,1,0,2,2,4,0,25,5,3,4,2300,0,2300,0.877,1485,34,0.478,0,1
49,1,5,2,0,1,0,40,6,4,2,2920,0,2920,0.516,2306,39,0.625,0,1
61,0,0,2,2,2,0,54,2,1,4,11859,1644,10215,0.866,8930,79,0.8370000000000001,0.139,1
52,1,1,2,2,4,0,47,3,3,4,1842,625,1217,0.7290000000000001,2650,43,0.483,0.3389999999999999,1
37,0,3,2,1,2,0,28,2,3,2,6407,478,5929,1.022,9322,77,0.833,0.075,1
43,0,3,5,1,3,0,31,6,3,4,6824,2517,4307,0.972,9045,67,0.595,0.369,1
42,1,4,2,1,4,0,36,5,2,3,2128,528,1600,0.525,2289,41,0.414,0.248,1
54,1,2,2,1,1,0,44,3,4,2,1606,0,1606,0.763,2258,37,0.609,0,1
45,0,4,2,1,3,0,36,5,3,4,12250,2165,10085,0.6409999999999999,1995,39,0.696,0.177,1
50,0,2,0,2,3,0,44,5,2,4,3495,0,3495,0.639,2131,41,0.4639999999999999,0,1
48,1,2,2,2,4,0,41,4,2,3,2168,1323,845,0.687,2499,38,0.407,0.61,1
33,0,2,0,2,3,0,36,4,3,2,9642,1431,8211,0.561,2172,33,0.5710000000000001,0.148,1
43,0,4,3,1,0,0,30,3,2,3,17228,1331,15897,0.519,2229,44,0.375,0.077,1
50,0,4,3,2,0,0,41,4,3,3,6982,0,6982,1.018,4830,50,0.7240000000000001,0,1
59,0,1,3,1,2,0,36,3,2,3,6705,0,6705,0.7490000000000001,731,18,0.5,0,1
51,1,4,2,2,1,0,37,2,3,2,4708,920,3788,0.544,2179,50,1.273,0.195,1
53,1,3,3,2,1,0,47,1,3,4,1714,0,1714,0.6609999999999999,2279,46,0.5329999999999999,0,1
53,1,1,3,1,1,0,44,3,3,3,1816,0,1816,0.884,2474,44,0.6920000000000001,0,1
43,1,4,5,1,4,0,36,5,3,3,3492,2517,975,0.6,2510,47,0.621,0.721,1
45,1,2,5,2,4,0,37,3,2,2,8924,0,8924,0.547,1720,42,0.4,0,1
59,1,1,2,2,4,0,49,4,3,4,3214,424,2790,0.877,2720,53,0.71,0.132,1
26,0,1,3,2,1,0,13,6,2,4,1473,0,1473,0.813,2099,39,0.857,0,0
50,1,0,2,1,4,0,36,3,3,3,1438.3,0,1438.3,0.718,3800,69,0.5329999999999999,0,0
57,1,2,2,1,4,0,48,5,2,2,2436,680,1756,1.19,1570,29,0.611,0.2789999999999999,0
54,1,3,5,1,1,0,49,5,3,2,5335,1373,3962,0.5579999999999999,1435,29,0.611,0.257,0
45,0,2,2,1,3,0,36,1,4,1,3081,2517,564,0.5720000000000001,4317,72,0.7140000000000001,0.8170000000000001,0
63,0,2,3,1,3,0,51,4,2,3,6922,1704,5218,0.278,1449,28,0.217,0.246,0
49,0,0,5,1,2,0,38,1,3,2,3599,0,3599,0.738,13324,110,0.594,0,0
46,0,4,3,2,2,0,36,4,5,0,13407,1341,12066,0.928,4869,84,0.615,0.1,0
49,0,5,5,1,3,3,30,3,3,2,34516,1768,32748,0.767,15134,124,0.722,0.051,0
44,1,2,5,2,4,0,20,6,3,3,2084,1468,616,1.004,1132,28,0.556,0.7040000000000001,0
37,1,2,3,2,4,0,36,4,2,2,5723,1873,3850,0.851,2732,63,0.853,0.327,0
42,0,4,5,1,2,0,36,5,3,3,2966,2371,595,0.969,4416,83,0.8440000000000001,0.799,0
61,1,0,2,2,1,0,56,4,3,5,7118,813,6305,0.475,3964,66,0.65,0.114,0
57,0,1,3,1,3,0,36,3,2,2,6543,2260,4283,0.4479999999999999,1519,31,0.632,0.345,0
53,1,2,3,2,1,0,47,5,2,3,1536,728,808,0.604,4133,78,0.529,0.474,0
49,0,3,2,2,0,0,36,6,2,3,8514,2013,6501,0.664,4098,74,0.542,0.236,0
63,1,2,2,1,1,0,53,4,2,4,3067,1874,1193,0.7909999999999999,1420,32,0.455,0.611,0
44,0,0,3,0,3,0,34,5,2,2,5293,1236,4057,0.848,4572,90,0.8,0.2339999999999999,0
26,1,0,2,2,1,0,17,5,3,3,3119,1328,1791,0.722,2740,62,0.512,0.426,0
54,0,3,2,2,3,0,38,4,2,1,29200,1310,27890,1.092,3042,73,1.028,0.045,0
45,0,1,5,2,2,0,35,5,3,2,21696,1036,20660,0.965,3354,76,0.8540000000000001,0.048,0
46,0,3,3,2,1,0,39,2,3,2,9432,1418,8014,0.612,1319,26,0.368,0.15,0
37,0,1,2,1,2,0,31,5,1,2,20144,1195,18949,0.67,14287,106,0.828,0.059,0
52,0,2,1,1,3,0,38,4,2,2,12878,1628,11250,0.542,1968,59,0.735,0.126,0
46,0,3,2,1,3,0,36,6,3,1,19838,1290,18548,0.59,3982,68,0.581,0.065,0
53,1,2,3,1,1,0,37,1,4,3,5182,2500,2682,0.8690000000000001,5012,85,0.809,0.482,0
41,0,3,2,2,3,0,26,4,3,2,11806,1811,9995,0.754,1465,31,0.476,0.153,0
56,0,2,4,1,2,0,49,5,3,4,1438.3,0,1438.3,0.77,1446,38,0.81,0,0
51,0,2,2,1,3,0,35,4,2,2,6205,2264,3941,0.773,4605,88,0.725,0.365,0
26,0,0,4,1,1,0,36,6,1,4,2773,2080,693,0.695,3567,73,0.622,0.75,0
55,0,2,3,2,0,0,49,6,3,4,3029,1505,1524,0.56,2394,50,0.471,0.4970000000000001,0
47,0,3,3,1,1,3,36,3,2,2,16138,1249,14889,1.01,1198,33,0.833,0.077,0
44,0,3,3,2,4,0,38,6,1,2,2111,1047,1064,0.971,4830,82,0.952,0.496,0
45,1,2,4,1,4,0,38,3,2,3,2911,1471,1440,0.871,4450,62,0.7709999999999999,0.505,0
51,1,3,3,2,4,0,39,5,2,1,4038,1237,2801,0.61,4188,68,0.545,0.306,0
36,0,2,3,1,0,0,36,3,1,2,34516,939,33577,0.826,15552,107,0.754,0.027,0
36,0,2,0,2,2,0,25,5,3,2,1438.3,0,1438.3,0.579,2882,68,0.619,0,0
42,0,4,1,1,3,0,27,5,3,4,31864,0,31864,1.009,1591,35,0.75,0,0
63,0,2,2,1,4,0,36,5,2,4,2743,1815,928,0.5670000000000001,1210,25,1.273,0.662,0
32,1,1,3,2,4,0,16,2,3,1,3548,2517,1031,0.818,15157,97,0.865,0.7090000000000001,0
38,0,2,5,1,1,0,31,4,3,3,6116,1698,4418,0.937,1592,32,1,0.278,0
50,1,1,2,1,4,0,38,4,1,3,2623,1714,909,0.807,5237,76,0.81,0.653,0
39,0,2,2,2,1,0,26,6,3,2,6423,0,6423,1.051,4295,70,0.795,0,0
59,0,1,1,2,3,0,49,4,2,2,22715,707,22008,0.848,15004,117,0.887,0.031,0
